stack_name,stack_type,image_url,homepage_url
Crazy Egg,Heatmap Analytics,https://img.stackshare.io/service/66/crazyegg_logo_avatar.png,http://www.crazyegg.com/
Apache Storm,Stream Processing,https://img.stackshare.io/service/1595/WC8j4Gr3.png,https://storm.apache.org/
Disqus,Commenting Service,https://img.stackshare.io/service/29/af69f7089ebfabe3bb33129bf9d4d325.png,http://disqus.com/
Google Kubernetes Engine,Containers as a Service,https://img.stackshare.io/service/1587/s01TMTGn.png,https://cloud.google.com/kubernetes-engine/
goa,Microservices Tools,https://img.stackshare.io/service/5984/dz2dX2EW.jpg,https://goa.design/
AG Grid,Javascript Utilities & Libraries,https://img.stackshare.io/service/40149/default_57595e1821e128f4136134c68105fb30a12043f5.png,https://www.ag-grid.com/
GraphicsMagick,Image Processing and Management,https://img.stackshare.io/service/1878/graphicsmagick.png,http://www.graphicsmagick.org/
QuickBooks,Accounting,https://img.stackshare.io/service/3140/quickbooks-logo.png,https://quickbooks.intuit.com/global/
PostgREST,Database Tools,https://img.stackshare.io/service/2296/postgrest.png,https://github.com/begriffs/postgrest
Contentful,Cloud Content Management System,https://img.stackshare.io/service/672/default_622e25ec0417ac85db5b66ca399528b101ba284f.png,https://www.contentful.com/
Amazon EMR,Big Data as a Service,https://img.stackshare.io/service/385/amazon-emr.png,http://aws.amazon.com/elasticmapreduce/
Reamaze,Help Desk,https://img.stackshare.io/service/2411/default_cc424b892ae2b9f99b1b95b37051fe4e18821629.jpg,http://www.reamaze.com/
Hyper,Containers as a Service,https://img.stackshare.io/service/3125/xSVaubUG_400x400.jpg,https://hyper.sh/
JSFiddle,Text Editor,https://img.stackshare.io/service/1874/c5W1Wk5q_400x400.png,https://jsfiddle.net/
Slick,Database Tools,https://img.stackshare.io/service/1843/slick.png,http://slick.lightbend.com/
ParseHub,Web Scraping API,https://img.stackshare.io/service/1515/default_c483ff4b9a72fc7506e88b33c4e0c69144e4e5e1.jpg,https://www.parsehub.com/
Read the Docs,Documentation as a Service & Tools,https://img.stackshare.io/service/384/OhsWgbsr.png,https://readthedocs.org/
fastlane,Mobile Continuous Integration,https://img.stackshare.io/service/2383/11098337.png,https://fastlane.tools/
ReSharper,Tools for Text Editors,https://img.stackshare.io/service/1831/lni0by_I_400x400.png,https://www.jetbrains.com/resharper/
Google Cloud SQL,SQL Database as a Service,https://img.stackshare.io/service/619/Cloud_SQL.png,https://cloud.google.com/products/cloud-sql/
Google Kubernetes Engine,Containers as a Service,https://img.stackshare.io/service/1587/s01TMTGn.png,https://cloud.google.com/kubernetes-engine/
AG Grid,Javascript Utilities & Libraries,https://img.stackshare.io/service/40149/default_57595e1821e128f4136134c68105fb30a12043f5.png,https://www.ag-grid.com/
Reamaze,Help Desk,https://img.stackshare.io/service/2411/default_cc424b892ae2b9f99b1b95b37051fe4e18821629.jpg,http://www.reamaze.com/
goa,Microservices Tools,https://img.stackshare.io/service/5984/dz2dX2EW.jpg,https://goa.design/
Cocos2D-X,Game Development,https://img.stackshare.io/service/1789/pu8LQOiI_400x400.png,http://cocos2d-x.org/
PostgREST,Database Tools,https://img.stackshare.io/service/2296/postgrest.png,https://github.com/begriffs/postgrest
Firehose.io,Realtime Backend / API,https://img.stackshare.io/service/1594/Logo.png,http://firehose.io/
Slick,Database Tools,https://img.stackshare.io/service/1843/slick.png,http://slick.lightbend.com/
Algolia,Search as a Service,https://img.stackshare.io/service/589/default_452afb716f8f4b904f267638e5c6b9172f9fa06d.png,https://www.algolia.com/?utm_source=stackshare&utm_medium=referral
ParseHub,Web Scraping API,https://img.stackshare.io/service/1515/default_c483ff4b9a72fc7506e88b33c4e0c69144e4e5e1.jpg,https://www.parsehub.com/
Apache Spark,Big Data Tools,https://img.stackshare.io/service/2220/ca72c4715da998b0bf5d1c857958bed3.png,https://spark.apache.org/
Lombok,Java Tools,https://img.stackshare.io/no-img-open-source.png,https://projectlombok.org/
Apache Thrift,Serialization Frameworks,https://img.stackshare.io/service/2263/apache.png,https://thrift.apache.org/
Box,File Storage,https://img.stackshare.io/service/147/SQlVGGlz.png,http://developers.box.com/
NumPy,Data Science Tools,https://img.stackshare.io/service/2179/default_332f874a2edb2686f578aa6389313efcea1eec41.png,http://www.numpy.org/
Neo4j,Graph Databases,https://img.stackshare.io/service/1482/FbkjM42a.png,http://www.neo4j.com/
WEBPAY,Payment Services,https://img.stackshare.io/service/1790/preview.png,https://webpay.by/en/
Crazy Egg,Heatmap Analytics,https://img.stackshare.io/service/66/crazyegg_logo_avatar.png,http://www.crazyegg.com/
forever,Node.js Process Manager,https://img.stackshare.io/service/1740/10152066.png,https://github.com/nodejitsu/forever
MailCatcher,Email Testing,https://img.stackshare.io/service/1856/5862774668_75ed258ca9_z_400x400.jpg,http://mailcatcher.me/
TSLint,Code Review,https://img.stackshare.io/service/5561/303157.png,https://github.com/palantir/tslint
Mailtrap,Transactional Email,https://img.stackshare.io/service/506/default_90b9223bcfa6e98d383d5ba72188a149d74b8a2f.png,https://mailtrap.io/
goa,Microservices Tools,https://img.stackshare.io/service/5984/dz2dX2EW.jpg,https://goa.design/
PostgREST,Database Tools,https://img.stackshare.io/service/2296/postgrest.png,https://github.com/begriffs/postgrest
Reamaze,Help Desk,https://img.stackshare.io/service/2411/default_cc424b892ae2b9f99b1b95b37051fe4e18821629.jpg,http://www.reamaze.com/
Firehose.io,Realtime Backend / API,https://img.stackshare.io/service/1594/Logo.png,http://firehose.io/
Slick,Database Tools,https://img.stackshare.io/service/1843/slick.png,http://slick.lightbend.com/
Koding,Cloud IDE,https://img.stackshare.io/service/443/wOA_D6Ab.png,https://koding.com/
Neo4j,Graph Databases,https://img.stackshare.io/service/1482/FbkjM42a.png,http://www.neo4j.com/
ParseHub,Web Scraping API,https://img.stackshare.io/service/1515/default_c483ff4b9a72fc7506e88b33c4e0c69144e4e5e1.jpg,https://www.parsehub.com/
Apache Spark,Big Data Tools,https://img.stackshare.io/service/2220/ca72c4715da998b0bf5d1c857958bed3.png,https://spark.apache.org/
NumPy,Data Science Tools,https://img.stackshare.io/service/2179/default_332f874a2edb2686f578aa6389313efcea1eec41.png,http://www.numpy.org/
Lombok,Java Tools,https://img.stackshare.io/no-img-open-source.png,https://projectlombok.org/
WEBPAY,Payment Services,https://img.stackshare.io/service/1790/preview.png,https://webpay.by/en/
Crazy Egg,Heatmap Analytics,https://img.stackshare.io/service/66/crazyegg_logo_avatar.png,http://www.crazyegg.com/
PlantUML,Diagramming,https://img.stackshare.io/service/1826/default_c5354de91a3b134a6e8a2b7d4d3b044403cecd7c.png,https://plantuml.com/
TSLint,Code Review,https://img.stackshare.io/service/5561/303157.png,https://github.com/palantir/tslint
Fibery,Enterprise Collaboration,https://img.stackshare.io/service/19825/asGv5r_d_400x400.jpg,https://fibery.io/connect
Akka,Concurrency Frameworks,https://img.stackshare.io/service/1773/bxLhidly.png,http://akka.io/
FlutterFlow,Cross-Platform Mobile Development,https://img.stackshare.io/service/40321/default_f63fac317bde43d7e9f3a955bbec05b2d994806f.jpg,https://flutterflow.io/
hCaptcha,Security,https://img.stackshare.io/service/21527/default_5643b12eea5cef35abfedffaa012afb29f1cd0dd.jpg,https://www.hcaptcha.com/
MailCatcher,Email Testing,https://img.stackshare.io/service/1856/5862774668_75ed258ca9_z_400x400.jpg,http://mailcatcher.me/
Row Zero,Business Intelligence,https://img.stackshare.io/service/156117/default_6d6b52db3dbc424212ee473ae43dd7e0fae3d57c.jpg,https://rowzero.io/
Frigade,Tour Widget,https://img.stackshare.io/service/156165/default_03b40fea6367316e37c336e8ffce82d7c60d5bf0.jpg,https://frigade.com/
Galera Cluster,Database Tools,https://img.stackshare.io/service/1674/KPxeaxI1_400x400.png,http://galeracluster.com/
Spring Framework,Frameworks (Full Stack),https://img.stackshare.io/service/2006/spring-framework-project-logo.png,https://spring.io/projects/spring-framework
Apache Spark,Big Data Tools,https://img.stackshare.io/service/2220/ca72c4715da998b0bf5d1c857958bed3.png,https://spark.apache.org/
ParseHub,Web Scraping API,https://img.stackshare.io/service/1515/default_c483ff4b9a72fc7506e88b33c4e0c69144e4e5e1.jpg,https://www.parsehub.com/
F#,Languages,https://img.stackshare.io/service/2155/yRNL7yTW.png,http://fsharp.org/
Apache Thrift,Serialization Frameworks,https://img.stackshare.io/service/2263/apache.png,https://thrift.apache.org/
DataTables,Javascript Utilities & Libraries,https://img.stackshare.io/service/5693/7730351a5c782c7e25523388bfa8e393_400x400.jpeg,https://datatables.net/
NSQ,Message Queue,https://img.stackshare.io/service/1653/nsq_blue.png,http://nsq.io/
NumPy,Data Science Tools,https://img.stackshare.io/service/2179/default_332f874a2edb2686f578aa6389313efcea1eec41.png,http://www.numpy.org/
Slick,Database Tools,https://img.stackshare.io/service/1843/slick.png,http://slick.lightbend.com/
Firehose.io,Realtime Backend / API,https://img.stackshare.io/service/1594/Logo.png,http://firehose.io/
hCaptcha,Security,https://img.stackshare.io/service/21527/default_5643b12eea5cef35abfedffaa012afb29f1cd0dd.jpg,https://www.hcaptcha.com/
Akka,Concurrency Frameworks,https://img.stackshare.io/service/1773/bxLhidly.png,http://akka.io/
Fibery,Enterprise Collaboration,https://img.stackshare.io/service/19825/asGv5r_d_400x400.jpg,https://fibery.io/connect
Close.io,CRM,https://img.stackshare.io/service/2846/vNCOkr1Z.png,https://close.com/
XAMPP,Web Servers,https://img.stackshare.io/service/1631/XAMPP_128.png,https://www.apachefriends.org/es/index.html
TSLint,Code Review,https://img.stackshare.io/service/5561/303157.png,https://github.com/palantir/tslint
Cloudmailin,Transactional Email,https://img.stackshare.io/service/316/vimeo.png,http://www.cloudmailin.com/
Zepto,Javascript UI Libraries,https://img.stackshare.io/service/1623/zepto-logo.png,http://zeptojs.com/
Row Zero,Business Intelligence,https://img.stackshare.io/service/156117/default_6d6b52db3dbc424212ee473ae43dd7e0fae3d57c.jpg,https://rowzero.io/
Frigade,Tour Widget,https://img.stackshare.io/service/156165/default_03b40fea6367316e37c336e8ffce82d7c60d5bf0.jpg,https://frigade.com/
FlutterFlow,Cross-Platform Mobile Development,https://img.stackshare.io/service/40321/default_f63fac317bde43d7e9f3a955bbec05b2d994806f.jpg,https://flutterflow.io/
Google Cloud Dataflow,Real-time Data Processing,https://img.stackshare.io/service/5253/google-cloud-dataflow.png,https://cloud.google.com/dataflow/
PostGIS,Database Tools,https://img.stackshare.io/service/2519/foo.png,http://postgis.net/
Postmark,Transactional Email,https://img.stackshare.io/service/45/default_e14042211227a4ae0040d034737714ba677b5a57.jpg,http://postmarkapp.com/
B-SECURE,Security,https://img.stackshare.io/service/21311/default_ac868368c43f92a73a93a9e60df3b698db93342e.png,https://www.b-secure.co/
Incapsula,Content Delivery Network,https://img.stackshare.io/service/16/pmMygGUP.jpg,http://www.incapsula.com/
Spring Framework,Frameworks (Full Stack),https://img.stackshare.io/service/2006/spring-framework-project-logo.png,https://spring.io/projects/spring-framework
Row Zero,Business Intelligence,https://img.stackshare.io/service/156117/default_6d6b52db3dbc424212ee473ae43dd7e0fae3d57c.jpg,https://rowzero.io/
Postmark,Transactional Email,https://img.stackshare.io/service/45/default_e14042211227a4ae0040d034737714ba677b5a57.jpg,http://postmarkapp.com/
StatusPage.io,Status Page Hosting,https://img.stackshare.io/service/279/sp-logo-blue-white-background.jpg,https://stackshare.io/tools/statuspage.io
Frigade,Tour Widget,https://img.stackshare.io/service/156165/default_03b40fea6367316e37c336e8ffce82d7c60d5bf0.jpg,https://frigade.com/
MailCatcher,Email Testing,https://img.stackshare.io/service/1856/5862774668_75ed258ca9_z_400x400.jpg,http://mailcatcher.me/
B-SECURE,Security,https://img.stackshare.io/service/21311/default_ac868368c43f92a73a93a9e60df3b698db93342e.png,https://www.b-secure.co/
Bitly,Link Shortening as a Service,https://img.stackshare.io/service/2706/BV-_LOKp.png,http://bitly.com/
Lobe Chat,GPT Tools,https://img.stackshare.io/service/109212/default_bf7c82b8e61b81abfd183c3f66209f86eb63c179.png,https://github.com/lobehub/lobe-chat
ReadMe.io,Documentation as a Service & Tools,https://img.stackshare.io/service/1570/default_59f521d302264f440a1b600eed39d6d12474c575.jpg,https://readme.com/documentation
TigerGraph DB,Graph Database as a Service,https://img.stackshare.io/service/11673/jiI_ta8J_400x400.png,https://tigergraph.com/
PostGIS,Database Tools,https://img.stackshare.io/service/2519/foo.png,http://postgis.net/
ConvertKit,Email Marketing,https://img.stackshare.io/service/4953/-jALXPkt_400x400.jpg,https://convertkit.com/
Messenger Platform,Chatbot Platforms & Tools,https://img.stackshare.io/service/4896/default_dc7ee2f0e4cd950d583f62661dad5b0ebb952a94.jpg,https://developers.facebook.com/products/messenger/
Modal,Platform as a Service,https://img.stackshare.io/service/48939/default_3316153b335a32f86c90eeb58cf095e5068f83c9.jpg,https://modal.com/
Microsoft Bot Framework,Chatbot Platforms & Tools,https://img.stackshare.io/service/4901/g_LAHGXB_400x400.jpg,https://dev.botframework.com/
Atlassian Compass,Microservice Catalog,https://img.stackshare.io/service/104969/default_a2c5b96d851fdfa66d3f2e0147384f2d16eb7cc7.jpeg,https://www.atlassian.com/software/compass
Google Cloud Dataflow,Real-time Data Processing,https://img.stackshare.io/service/5253/google-cloud-dataflow.png,https://cloud.google.com/dataflow/
DataTables,Javascript Utilities & Libraries,https://img.stackshare.io/service/5693/7730351a5c782c7e25523388bfa8e393_400x400.jpeg,https://datatables.net/
Salesforce Einstein,Business Intelligence,https://img.stackshare.io/service/40953/default_31ba75f75f7605bf0bcad7a676533c1e6f2bc3fb.png,https://www.salesforce.com/ap/products/einstein/overview/
Explore,Business Intelligence,https://img.stackshare.io/service/11787/explore.png,https://explore.charts.com/
Queue-it,Website Accelerator,https://img.stackshare.io/service/10429/default_0f7461ac17c5032ad1916f71e12e1b7a7b4c13eb.png,https://queue-it.com/
Archium.io,Architecture Design Tools,https://img.stackshare.io/service/40270/default_83218df96c673d449a3ba6479b0f96887f4627b8.png,https://archium.io/
Hibernate,Object Relational Mapper (ORM),https://img.stackshare.io/service/1756/1uNl_IZX.png,http://hibernate.org/
Squarespace,Website Builder,https://img.stackshare.io/service/178/huJH2lyt_400x400.jpg,http://www.squarespace.com/
Messenger Platform,Chatbot Platforms & Tools,https://img.stackshare.io/service/4896/default_dc7ee2f0e4cd950d583f62661dad5b0ebb952a94.jpg,https://developers.facebook.com/products/messenger/
Modal,Platform as a Service,https://img.stackshare.io/service/48939/default_3316153b335a32f86c90eeb58cf095e5068f83c9.jpg,https://modal.com/
Microsoft Bot Framework,Chatbot Platforms & Tools,https://img.stackshare.io/service/4901/g_LAHGXB_400x400.jpg,https://dev.botframework.com/
Configure8,Microservice Catalog,https://img.stackshare.io/service/47881/default_b0bf56124bad05d7fa3c500cf654787ba233faba.png,https://configure8.io/
Hibernate,Object Relational Mapper (ORM),https://img.stackshare.io/service/1756/1uNl_IZX.png,http://hibernate.org/
Airplane,Low Code Platforms,https://img.stackshare.io/service/48389/default_f1dd5aac2f47e9bedc0ea2deb353e1d57324f96b.jpg,https://www.airplane.dev/
PostGIS,Database Tools,https://img.stackshare.io/service/2519/foo.png,http://postgis.net/
Firehose.io,Realtime Backend / API,https://img.stackshare.io/service/1594/Logo.png,http://firehose.io/
Apportable,Cross-Platform Mobile Development,https://img.stackshare.io/service/301/8d2560fdcdb88a98e95a19b18fc4ef64.png,http://www.apportable.com/
Handlebars.js,Templating Languages & Extensions,https://img.stackshare.io/service/1143/Handlebars.png,http://handlebarsjs.com/
airfocus,Task Management,https://img.stackshare.io/service/9120/airfocus-mark-square__1_.png,https://airfocus.com/
Twilio API for WhatsApp,Communications SDK,https://img.stackshare.io/service/9416/twilio_whatsapp.png,https://www.twilio.com/whatsapp
ReasonML,Languages,https://img.stackshare.io/service/8167/ImZxrDWf_400x400.jpg,https://reasonml.github.io/
Anvil,Platform as a Service,https://img.stackshare.io/service/7847/MV7xAivq_400x400.png,https://anvil.works/
Tweetdeck,Social Media Tools,https://img.stackshare.io/service/8855/_65QFl7B_400x400.png,https://tweetdeck.twitter.com/
RAML,API Tools,https://img.stackshare.io/service/4083/JSGv7dnx.png,http://raml.org/
Laravel Voyager,MVC Tools,https://img.stackshare.io/service/7748/preview.png,https://voyager.devdojo.com/
Google Cloud Source Reposit...,Code Collaboration & Version Control,https://img.stackshare.io/service/4006/PoHJY3K8_400x400.jpg,https://cloud.google.com/tools/cloud-repositories/
TablePlus,Database Tools,https://img.stackshare.io/service/7554/qV60_Vic_400x400.jpg,https://tableplus.com/
Microsoft Access,Databases,https://img.stackshare.io/service/7820/8e4328e293fd55c577925a7adb2c5eaf_400x400.png,https://products.office.com/en-us/access
Queue-it,Website Accelerator,https://img.stackshare.io/service/10429/default_0f7461ac17c5032ad1916f71e12e1b7a7b4c13eb.png,https://queue-it.com/
Azure Arc,Cloud Management,https://img.stackshare.io/service/25725/default_60c262316be5eae5f4b1772780e48a39877344ee.jpg,https://azure.microsoft.com/en-us/services/azure-arc/
ZAP,Penetration Testing Tools,https://img.stackshare.io/service/7207/T8RuttbQ_400x400.jpg,https://www.zaproxy.org/
Refactor.io,Code Review,https://img.stackshare.io/service/3933/da1dd6e4-87dd-11e5-9de3-97b38122415d.png,https://www.refactor.io/
Midjourney,Text To Image LLM,https://img.stackshare.io/service/145392/default_d647f738ae58b7d196ab3bf1a33b39330e3b5dfd.png,https://www.midjourney.com/home
Tweetdeck,Social Media Tools,https://img.stackshare.io/service/8855/_65QFl7B_400x400.png,https://tweetdeck.twitter.com/
Microsoft Access,Databases,https://img.stackshare.io/service/7820/8e4328e293fd55c577925a7adb2c5eaf_400x400.png,https://products.office.com/en-us/access
Braintree,Payment Services,https://img.stackshare.io/service/98/mgD1tpPz.jpeg,https://www.braintreepayments.com/
Anvil,Platform as a Service,https://img.stackshare.io/service/7847/MV7xAivq_400x400.png,https://anvil.works/
airfocus,Task Management,https://img.stackshare.io/service/9120/airfocus-mark-square__1_.png,https://airfocus.com/
TablePlus,Database Tools,https://img.stackshare.io/service/7554/qV60_Vic_400x400.jpg,https://tableplus.com/
RAML,API Tools,https://img.stackshare.io/service/4083/JSGv7dnx.png,http://raml.org/
tawk.to,Customer Support Chat,https://img.stackshare.io/service/3949/thi6k5bh_400x400.jpg,https://www.tawk.to/
Google Cloud Source Reposit...,Code Collaboration & Version Control,https://img.stackshare.io/service/4006/PoHJY3K8_400x400.jpg,https://cloud.google.com/tools/cloud-repositories/
Laravel Voyager,MVC Tools,https://img.stackshare.io/service/7748/preview.png,https://voyager.devdojo.com/
Twilio API for WhatsApp,Communications SDK,https://img.stackshare.io/service/9416/twilio_whatsapp.png,https://www.twilio.com/whatsapp
ZAP,Penetration Testing Tools,https://img.stackshare.io/service/7207/T8RuttbQ_400x400.jpg,https://www.zaproxy.org/
Closure Library,Javascript UI Libraries,https://img.stackshare.io/service/3793/wBjKn0ol.png,https://developers.google.com/closure/library/?hl=en
Azure Arc,Cloud Management,https://img.stackshare.io/service/25725/default_60c262316be5eae5f4b1772780e48a39877344ee.jpg,https://azure.microsoft.com/en-us/services/azure-arc/
MediaWiki,Knowledge Management,https://img.stackshare.io/service/2561/200px-Mediawiki_logo_reworked_2.svg_400x400.png,https://www.mediawiki.org/
Midjourney,Text To Image LLM,https://img.stackshare.io/service/145392/default_d647f738ae58b7d196ab3bf1a33b39330e3b5dfd.png,https://www.midjourney.com/home
Refactor.io,Code Review,https://img.stackshare.io/service/3933/da1dd6e4-87dd-11e5-9de3-97b38122415d.png,https://www.refactor.io/
OpenCL,Language Extensions,https://img.stackshare.io/service/8767/opencl.jpeg,https://www.khronos.org/opencl/
Dependabot,Dependency Monitoring,https://img.stackshare.io/service/7414/default_10dc0b08cff1f1e91e62a7dac5d50046690d3dbb.png,https://dependabot.com/
Coveralls,Code Coverage,https://img.stackshare.io/service/680/a43e4a04cb9f778842de43f95db59a14.png,https://coveralls.io/
Spring Data,Database Tools,https://img.stackshare.io/service/7624/IG6D4Ro2_400x400.png,https://spring.io/projects/spring-data
FlutterFlow,Cross-Platform Mobile Development,https://img.stackshare.io/service/40321/default_f63fac317bde43d7e9f3a955bbec05b2d994806f.jpg,https://flutterflow.io/
Highcharts,Charting Libraries,https://img.stackshare.io/service/1435/Vx4_Psj1.png,http://www.highcharts.com/products/highcharts
Cloud Functions for Firebase,Serverless / Task Processing,https://img.stackshare.io/service/6673/cZLxNFZS.jpg,https://firebase.google.com/features/functions/
Sequel Pro,Database Tools,https://img.stackshare.io/service/2523/3ab6a1576435ff6c20e3f2694965bbf8.png,http://sequelpro.com/
ReasonML,Languages,https://img.stackshare.io/service/8167/ImZxrDWf_400x400.jpg,https://reasonml.github.io/
Azure Arc,Cloud Management,https://img.stackshare.io/service/25725/default_60c262316be5eae5f4b1772780e48a39877344ee.jpg,https://azure.microsoft.com/en-us/services/azure-arc/
ZAP,Penetration Testing Tools,https://img.stackshare.io/service/7207/T8RuttbQ_400x400.jpg,https://www.zaproxy.org/
tawk.to,Customer Support Chat,https://img.stackshare.io/service/3949/thi6k5bh_400x400.jpg,https://www.tawk.to/
OpenCL,Language Extensions,https://img.stackshare.io/service/8767/opencl.jpeg,https://www.khronos.org/opencl/
Dependabot,Dependency Monitoring,https://img.stackshare.io/service/7414/default_10dc0b08cff1f1e91e62a7dac5d50046690d3dbb.png,https://dependabot.com/
phpPgAdmin,Log Management,https://img.stackshare.io/service/7380/images.png,https://www.pgadmin.org/
Spring Data,Database Tools,https://img.stackshare.io/service/7624/IG6D4Ro2_400x400.png,https://spring.io/projects/spring-data
Tweetdeck,Social Media Tools,https://img.stackshare.io/service/8855/_65QFl7B_400x400.png,https://tweetdeck.twitter.com/
Apache Flume,Log Management,https://img.stackshare.io/service/4337/Flume.png,https://flume.apache.org/
Hetzner Online AG,Dedicated Cloud Hosting,https://img.stackshare.io/service/1279/hetzner_hosted_by_1.jpg,http://www.hetzner.de/en/hosting/produktmatrix/rootserver-produktmatrix-ex
Cloud Functions for Firebase,Serverless / Task Processing,https://img.stackshare.io/service/6673/cZLxNFZS.jpg,https://firebase.google.com/features/functions/
MoveBot,File Transfer,https://img.stackshare.io/service/12105/movebot.png,https://movebot.io/
LibreNMS,Network Monitoring,https://img.stackshare.io/service/6171/wxitlrjA_400x400.png,http://www.librenms.org/
Titan,Graph Databases,https://img.stackshare.io/service/3562/9275f3caa5ae0fda352a1fb39d8d6738.png,http://thinkaurelius.github.io/titan/
Midjourney,Text To Image LLM,https://img.stackshare.io/service/145392/default_d647f738ae58b7d196ab3bf1a33b39330e3b5dfd.png,https://www.midjourney.com/home
Closure Library,Javascript UI Libraries,https://img.stackshare.io/service/3793/wBjKn0ol.png,https://developers.google.com/closure/library/?hl=en
Google Cloud Deployment Man...,Infrastructure Build Tools,https://img.stackshare.io/service/6810/deployment-manager-3.png,https://cloud.google.com/deployment-manager
Refactor.io,Code Review,https://img.stackshare.io/service/3933/da1dd6e4-87dd-11e5-9de3-97b38122415d.png,https://www.refactor.io/
Helios,Container Tools,https://img.stackshare.io/service/4320/251374.png,https://github.com/spotify/helios
Google Cloud Source Reposit...,Code Collaboration & Version Control,https://img.stackshare.io/service/4006/PoHJY3K8_400x400.jpg,https://cloud.google.com/tools/cloud-repositories/
Sequel Pro,Database Tools,https://img.stackshare.io/service/2523/3ab6a1576435ff6c20e3f2694965bbf8.png,http://sequelpro.com/
DbVisualizer,Database Tools,https://img.stackshare.io/service/5450/default_0ab4b1b7023f50b4d1958f24c2edbdb99b6db3ee.png,https://www.dbvis.com/
DatoCMS,Self-Hosted Blogging / CMS,https://img.stackshare.io/service/5645/default_eef9d9fb15c062ceeeb1f7c191637ce52f2b48b0.png,https://www.datocms.com/
CuPy,Data Science Tools,https://img.stackshare.io/service/11990/preview.png,https://cupy.chainer.org/
Highcharts,Charting Libraries,https://img.stackshare.io/service/1435/Vx4_Psj1.png,http://www.highcharts.com/products/highcharts
Salesforce Einstein,Business Intelligence,https://img.stackshare.io/service/40953/default_31ba75f75f7605bf0bcad7a676533c1e6f2bc3fb.png,https://www.salesforce.com/ap/products/einstein/overview/
OpenCL,Language Extensions,https://img.stackshare.io/service/8767/opencl.jpeg,https://www.khronos.org/opencl/
Octopus Deploy,Deployment as a Service,https://img.stackshare.io/service/1341/preview.png,https://octopus.com/
Microsoft Bot Framework,Chatbot Platforms & Tools,https://img.stackshare.io/service/4901/g_LAHGXB_400x400.jpg,https://dev.botframework.com/
Helios,Container Tools,https://img.stackshare.io/service/4320/251374.png,https://github.com/spotify/helios
konectar KOL Management Pla...,Healthcare,https://img.stackshare.io/service/21991/default_2966482b6111b3f498ecfc7410183a92d51a6c69.png,https://www.aissel.com/konectar
TeamCity,Continuous Integration,https://img.stackshare.io/service/1357/317jQkeS.png,http://www.jetbrains.com/teamcity/
B-SECURE,Security,https://img.stackshare.io/service/21311/default_ac868368c43f92a73a93a9e60df3b698db93342e.png,https://www.b-secure.co/
Gogs,Code Collaboration & Version Control,https://img.stackshare.io/service/1365/ZSXhTUMn_400x400.jpg,http://gogs.io/
Cloud Functions for Firebase,Serverless / Task Processing,https://img.stackshare.io/service/6673/cZLxNFZS.jpg,https://firebase.google.com/features/functions/
Titan,Graph Databases,https://img.stackshare.io/service/3562/9275f3caa5ae0fda352a1fb39d8d6738.png,http://thinkaurelius.github.io/titan/
Google Cloud Deployment Man...,Infrastructure Build Tools,https://img.stackshare.io/service/6810/deployment-manager-3.png,https://cloud.google.com/deployment-manager
Postmark,Transactional Email,https://img.stackshare.io/service/45/default_e14042211227a4ae0040d034737714ba677b5a57.jpg,http://postmarkapp.com/
phpPgAdmin,Log Management,https://img.stackshare.io/service/7380/images.png,https://www.pgadmin.org/
LaunchDarkly,Feature Flags Management,https://img.stackshare.io/service/4506/default_11d18d52b1a22b048f9806361243c7ba4dd2c7a1.png,https://launchdarkly.com/index.html
Frigade,Tour Widget,https://img.stackshare.io/service/156165/default_03b40fea6367316e37c336e8ffce82d7c60d5bf0.jpg,https://frigade.com/
DatoCMS,Self-Hosted Blogging / CMS,https://img.stackshare.io/service/5645/default_eef9d9fb15c062ceeeb1f7c191637ce52f2b48b0.png,https://www.datocms.com/
TSLint,Code Review,https://img.stackshare.io/service/5561/303157.png,https://github.com/palantir/tslint
Netdata,Monitoring Tools,https://img.stackshare.io/service/5766/default_041dc1823b117aa375e2976df130a74145238058.png,https://www.netdata.cloud/
VerneMQ,Message Queue,https://img.stackshare.io/service/3500/vern.jpg,https://vernemq.com/
DataTables,Javascript Utilities & Libraries,https://img.stackshare.io/service/5693/7730351a5c782c7e25523388bfa8e393_400x400.jpeg,https://datatables.net/
CuPy,Data Science Tools,https://img.stackshare.io/service/11990/preview.png,https://cupy.chainer.org/
NumPy,Data Science Tools,https://img.stackshare.io/service/2179/default_332f874a2edb2686f578aa6389313efcea1eec41.png,http://www.numpy.org/
DbVisualizer,Database Tools,https://img.stackshare.io/service/5450/default_0ab4b1b7023f50b4d1958f24c2edbdb99b6db3ee.png,https://www.dbvis.com/
Slick,Database Tools,https://img.stackshare.io/service/1843/slick.png,http://slick.lightbend.com/
Google Cloud Deployment Man...,Infrastructure Build Tools,https://img.stackshare.io/service/6810/deployment-manager-3.png,https://cloud.google.com/deployment-manager
MoveBot,File Transfer,https://img.stackshare.io/service/12105/movebot.png,https://movebot.io/
PostgREST,Database Tools,https://img.stackshare.io/service/2296/postgrest.png,https://github.com/begriffs/postgrest
Reamaze,Help Desk,https://img.stackshare.io/service/2411/default_cc424b892ae2b9f99b1b95b37051fe4e18821629.jpg,http://www.reamaze.com/
LibreNMS,Network Monitoring,https://img.stackshare.io/service/6171/wxitlrjA_400x400.png,http://www.librenms.org/
Titan,Graph Databases,https://img.stackshare.io/service/3562/9275f3caa5ae0fda352a1fb39d8d6738.png,http://thinkaurelius.github.io/titan/
